Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Type],Comment [Cell Line],Treatment Protocol,Image Acquisition Protocol,Experimental Condition [Reporter],Experimental Condition [Treatment],Experimental Condition [His8-pLAT],Experimental Condition [His10- Ezrin (ABD)],Experimental Condition [Grb2],Experimental Condition [Sos1],Experimental Condition [pSLP-76],Experimental Condition [Nck],Experimental Condition [N-WASP],Experimental Condition [WASP],Experimental Condition [Actin],Experimental Condition [Myosin II],Experimental Condition [KCl],Experimental Condition [ATP],Assay Name,Image File,Comment [Image File Comments],Comment [Image File Type],Channels
Actin binding 25nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/25 Nck_Acidic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Acidic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,25 nM (sol'n) (His-Nck_Acidic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/25 Nck_Acidic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/25 Nck_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,25 nM (sol'n) (His-Nck_Basic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/25 Nck_Basic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/25 Nck_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,25 nM (sol'n) (His-Nck_Neutral),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/25 Nck_Neutral Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/25 Nck_WT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,25 nM (sol'n) (His-Nck_WT),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/25 Nck_WT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/25 pLAT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT to determine actin binding.,25 nM (sol'n),0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/25 pLAT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/50 Nck_Acidic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Acidic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,50 nM (sol'n) (His-Nck_Acidic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/50 Nck_Acidic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/50 Nck_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,50 nM (sol'n) (His-Nck_Basic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/50 Nck_Basic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/50 Nck_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,50 nM (sol'n) (His-Nck_Neutral),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/50 Nck_Neutral Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/50 Nck_WT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,50 nM (sol'n) (His-Nck_WT),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/50 Nck_WT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/50 pLAT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT to determine actin binding.,50 nM (sol'n),0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/50 pLAT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 100nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/100 Nck_Acidic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Acidic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,100 nM (His-Nck_Acidic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 100nM His-Nck_Acidic 250nM Actin,Full Length Nck Binding Actin/100 Nck_Acidic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 100nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/100 Nck_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,100 nM (His-Nck_Basic),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 100nM His-Nck_Basic 250nM Actin,Full Length Nck Binding Actin/100 Nck_Basic Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 100nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/100 Nck_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,100 nM (His-Nck_Neutral),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 100nM His-Nck_Neutral 250nM Actin,Full Length Nck Binding Actin/100 Nck_Neutral Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 100nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/100 Nck_WT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,100 nM (His-Nck_WT),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 100nM His-Nck_WT 250nM Actin,Full Length Nck Binding Actin/100 Nck_WT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 100nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/100 pLAT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT to determine actin binding.,100 nM (sol'n) ,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 100nM His-pLAT 250nM Actin,Full Length Nck Binding Actin/100 pLAT Actin,"Each image is a single data point, 9 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 10nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,10 nM (sol'n) (His-WIP-N-WASP_Basic),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 10nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_Basic Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 10nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,10 nM (sol'n) (His-WIP-N-WASP_Neutral),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 10nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_Neutral Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 10nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_WT Actin,,,,,,,,,,EacH image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,10 nM (sol'n) (His-WIP-N-WASP_WT),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 10nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/10 WIPNWASP_WT Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,25 nM (sol'n) (His-WIP-N-WASP_Basic),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_Basic Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,25 nM (sol'n) (His-WIP-N-WASP_Neutral),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_Neutral Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 25nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_WT Actin,,,,,,,,,,EacH image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,25 nM (sol'n) (His-WIP-N-WASP_WT),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 25nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/25 WIPNWASP_WT Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Basic to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,50 nM (sol'n) (His-WIP-N-WASP_Basic),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM WIP-N-WASP_Basic 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_Basic Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_Neutral Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_Neutral to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,50 nM (sol'n) (His-WIP-N-WASP_Neutral),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM WIP-N-WASP_Neutral 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_Neutral Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding 50nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_WT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-WIP-N-WASP_WT to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,50 nM (sol'n) (His-WIP-N-WASP_WT),0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding 50nM WIP-N-WASP_WT 250nM Actin,Full Length WIPNWASP Binding Actin/50 WIPNWASP_WT Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding pLAT 250nM Actin,Grb2 Basic Binding Actin/pLAT Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT to determine actin binding.,20 nM (sol'n); 500 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding pLAT 250nM Actin,Grb2 Basic Binding Actin/pLAT Actin,"Each image is a single data point, 20 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
"Actin binding pLAT, Grb2 250nM Actin",Grb2 Basic Binding Actin/pLAT Grb2 Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT and Grb2 to determine actin binding.,20 nM (sol'n); 500 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,125 nM,0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,"Actin binding pLAT, Grb2 250nM Actin",Grb2 Basic Binding Actin/pLAT Grb2 Actin,"Each image is a single data point, 20 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
"Actin binding pLAT, Grb2_Basic 250nM Actin",Grb2 Basic Binding Actin/pLAT Grb2_Basic Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-pLAT and Grb2_Basic to determine actin binding.,20 nM (sol'n); 500 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,125 nM (Grb2_Basic),0 nM,0 nM,0 nM,0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,"Actin binding pLAT, Grb2_Basic 250nM Actin",Grb2 Basic Binding Actin/pLAT Grb2_Basic Actin,"Each image is a single data point, 20 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
Actin binding His-Nck_FL 250nM Actin,Nck Fragments Binding Actin/Nck_FL Actin,,,,,,,,,,Each image represents a single data point,pLAT-AlexaFluor488; Actin-Rhodamine,Actin was labeled with Rhodamine. F-Actin at the noted concentration was added to a bilayer coated with His-Nck_FL to determine actin binding.,0 nM (sol'n); 0 molecules/μm2,0 nM (sol'n); 0 molecules/μm2,0 nM,0 nM,0 nM,20 nM (sol'n) (His-Nck_FL),0 nM,0 nM,250 nM,0 nM,50 mM,0.05 mM,Actin binding His-Nck_FL 250nM Actin,Nck Fragments Binding Actin/Nck_FL Actin,"Each image is a single data point, 15 data points in the image stack",raw,"Single Channel, Actin Is labeled with Rhodamine"
